student_id;annee_academique;departement_code;departement_nom;ue_code;ue_nom;note;enseignants
etu_2024245;2024-2025;MECA;Mécanique;LMECA1120;Mécanique des fluides;14,13;Prof. Durand
etu_2024245;2024-2025;MECA;Mécanique;LMECA1510;Conception des machines;14,25;Prof. Dubois
etu_2024245;2024-2025;MECA;Mécanique;LMECA1901;Projet de conception mécanique;8,82;Prof. Durand
etu_2024246;2024-2025;MECA;Mécanique;LMECA1120;Mécanique des fluides;9,43;Prof. Durand
etu_2024246;2024-2025;MECA;Mécanique;LMECA1510;Conception des machines;8,48;Prof. Dubois
etu_2024246;2024-2025;MECA;Mécanique;LMECA1901;Projet de conception mécanique;13,49;Prof. Durand
etu_2024247;2024-2025;MAP;Mathématiques Appliquées;LMAPR1015;Analyse mathématique;14,89;Prof. Lambert
etu_2024247;2024-2025;MAP;Mathématiques Appliquées;LMAPR1016;Algèbre linéaire;7,68;Prof. Lambert
etu_2024248;2024-2025;INFO;Informatique;LINFO1101;Introduction à la programmation;15,1;Prof. Lambert
etu_2024248;2024-2025;INFO;Informatique;LINFO1102;Architecture des ordinateurs;11,82;Prof. Lambert
etu_2024248;2024-2025;INFO;Informatique;LINFO1252;Projet de programmation;9,99;"Prof. Moreau;Prof. Durand"
etu_2024249;2024-2025;MAP;Mathématiques Appliquées;LMAPR1015;Analyse mathématique;10,2;Prof. Lambert
etu_2024249;2024-2025;MAP;Mathématiques Appliquées;LMAPR1016;Algèbre linéaire;15,46;Prof. Lambert
etu_2024250;2024-2025;MAP;Mathématiques Appliquées;LMAPR1015;Analyse mathématique;10,4;Prof. Lambert
etu_2024250;2024-2025;MAP;Mathématiques Appliquées;LMAPR1016;Algèbre linéaire;15,48;Prof. Lambert
etu_2024251;2024-2025;MECA;Mécanique;LMECA1120;Mécanique des fluides;14,8;Prof. Durand
etu_2024251;2024-2025;MECA;Mécanique;LMECA1510;Conception des machines;8,69;Prof. Dubois
etu_2024251;2024-2025;MECA;Mécanique;LMECA1901;Projet de conception mécanique;8,92;Prof. Durand
etu_2024252;2024-2025;INFO;Informatique;LINFO1101;Introduction à la programmation;9,76;Prof. Lambert
etu_2024252;2024-2025;INFO;Informatique;LINFO1102;Architecture des ordinateurs;14,19;Prof. Lambert
etu_2024252;2024-2025;INFO;Informatique;LINFO1252;Projet de programmation;11,41;"Prof. Moreau;Prof. Durand"
etu_2024253;2024-2025;INFO;Informatique;LINFO1101;Introduction à la programmation;;Prof. Lambert
etu_2024253;2024-2025;INFO;Informatique;LINFO1102;Architecture des ordinateurs;18,41;Prof. Lambert
etu_2024253;2024-2025;INFO;Informatique;LINFO1252;Projet de programmation;8,65;"Prof. Moreau;Prof. Durand"
etu_2024254;2024-2025;GC;Génie Civil;LGCIV1071;Stabilité des constructions;9,89;Prof. Lambert
etu_2024254;2024-2025;GC;Génie Civil;LGCIV1022;Matériaux de construction;9,0;Prof. Lambert
etu_2024255;2024-2025;INFO;Informatique;LINFO1101;Introduction à la programmation;;Prof. Lambert
etu_2024255;2024-2025;INFO;Informatique;LINFO1102;Architecture des ordinateurs;4,92;Prof. Lambert
etu_2024255;2024-2025;INFO;Informatique;LINFO1252;Projet de programmation;;"Prof. Moreau;Prof. Durand"
etu_2024256;2024-2025;MECA;Mécanique;LMECA1120;Mécanique des fluides;14,86;Prof. Durand
etu_2024256;2024-2025;MECA;Mécanique;LMECA1510;Conception des machines;13,43;Prof. Dubois
etu_2024256;2024-2025;MECA;Mécanique;LMECA1901;Projet de conception mécanique;16,18;Prof. Durand
etu_2024257;2024-2025;MAP;Mathématiques Appliquées;LMAPR1015;Analyse mathématique;;Prof. Lambert
etu_2024257;2024-2025;MAP;Mathématiques Appliquées;LMAPR1016;Algèbre linéaire;9,71;Prof. Lambert
etu_2024258;2024-2025;ELEC;Électricité;LELEC1370;Circuits électriques;8,28;"Prof. Martin;Prof. Leroy"
etu_2024258;2024-2025;ELEC;Électricité;LELEC1755;Électronique analogique;;Prof. Simon
etu_2024259;2024-2025;MECA;Mécanique;LMECA1120;Mécanique des fluides;11,85;Prof. Durand
etu_2024259;2024-2025;MECA;Mécanique;LMECA1510;Conception des machines;11,63;Prof. Dubois
etu_2024259;2024-2025;MECA;Mécanique;LMECA1901;Projet de conception mécanique;6,03;Prof. Durand
etu_2024260;2024-2025;MECA;Mécanique;LMECA1120;Mécanique des fluides;12,15;Prof. Durand
etu_2024260;2024-2025;MECA;Mécanique;LMECA1510;Conception des machines;12,05;Prof. Dubois
etu_2024260;2024-2025;MECA;Mécanique;LMECA1901;Projet de conception mécanique;10,43;Prof. Durand
etu_2024261;2024-2025;MAP;Mathématiques Appliquées;LMAPR1015;Analyse mathématique;13,05;Prof. Lambert
etu_2024261;2024-2025;MAP;Mathématiques Appliquées;LMAPR1016;Algèbre linéaire;8,17;Prof. Lambert
etu_2024262;2024-2025;MAP;Mathématiques Appliquées;LMAPR1015;Analyse mathématique;16,77;Prof. Lambert
etu_2024262;2024-2025;MAP;Mathématiques Appliquées;LMAPR1016;Algèbre linéaire;10,87;Prof. Lambert
etu_2024263;2024-2025;MAP;Mathématiques Appliquées;LMAPR1015;Analyse mathématique;12,99;Prof. Lambert
etu_2024263;2024-2025;MAP;Mathématiques Appliquées;LMAPR1016;Algèbre linéaire;9,48;Prof. Lambert
etu_2024264;2024-2025;ELEC;Électricité;LELEC1370;Circuits électriques;16,57;"Prof. Martin;Prof. Leroy"
etu_2024264;2024-2025;ELEC;Électricité;LELEC1755;Électronique analogique;14,03;Prof. Simon
etu_2024265;2024-2025;INFO;Informatique;LINFO1101;Introduction à la programmation;13,28;Prof. Lambert
etu_2024265;2024-2025;INFO;Informatique;LINFO1102;Architecture des ordinateurs;;Prof. Lambert
etu_2024265;2024-2025;INFO;Informatique;LINFO1252;Projet de programmation;14,9;"Prof. Moreau;Prof. Durand"
etu_2024266;2024-2025;MAP;Mathématiques Appliquées;LMAPR1015;Analyse mathématique;16,92;Prof. Lambert
etu_2024266;2024-2025;MAP;Mathématiques Appliquées;LMAPR1016;Algèbre linéaire;4,66;Prof. Lambert
etu_2024267;2024-2025;ELEC;Électricité;LELEC1370;Circuits électriques;;"Prof. Martin;Prof. Leroy"
etu_2024267;2024-2025;ELEC;Électricité;LELEC1755;Électronique analogique;9,09;Prof. Simon
etu_2024268;2024-2025;MAP;Mathématiques Appliquées;LMAPR1015;Analyse mathématique;;Prof. Lambert
etu_2024268;2024-2025;MAP;Mathématiques Appliquées;LMAPR1016;Algèbre linéaire;16,09;Prof. Lambert
etu_2024269;2024-2025;MAP;Mathématiques Appliquées;LMAPR1015;Analyse mathématique;13,69;Prof. Lambert
etu_2024269;2024-2025;MAP;Mathématiques Appliquées;LMAPR1016;Algèbre linéaire;6,34;Prof. Lambert
etu_2024270;2024-2025;MAP;Mathématiques Appliquées;LMAPR1015;Analyse mathématique;10,82;Prof. Lambert
etu_2024270;2024-2025;MAP;Mathématiques Appliquées;LMAPR1016;Algèbre linéaire;7,04;Prof. Lambert
etu_2024271;2024-2025;ELEC;Électricité;LELEC1370;Circuits électriques;;"Prof. Martin;Prof. Leroy"
etu_2024271;2024-2025;ELEC;Électricité;LELEC1755;Électronique analogique;11,82;Prof. Simon
etu_2024272;2024-2025;GC;Génie Civil;LGCIV1071;Stabilité des constructions;14,22;Prof. Lambert
etu_2024272;2024-2025;GC;Génie Civil;LGCIV1022;Matériaux de construction;;Prof. Lambert
etu_2024273;2024-2025;MECA;Mécanique;LMECA1120;Mécanique des fluides;;Prof. Durand
etu_2024273;2024-2025;MECA;Mécanique;LMECA1510;Conception des machines;12,44;Prof. Dubois
etu_2024273;2024-2025;MECA;Mécanique;LMECA1901;Projet de conception mécanique;11,94;Prof. Durand
etu_2024274;2024-2025;ELEC;Électricité;LELEC1370;Circuits électriques;11,8;"Prof. Martin;Prof. Leroy"
etu_2024274;2024-2025;ELEC;Électricité;LELEC1755;Électronique analogique;;Prof. Simon
etu_2024275;2024-2025;MAP;Mathématiques Appliquées;LMAPR1015;Analyse mathématique;9,92;Prof. Lambert
etu_2024275;2024-2025;MAP;Mathématiques Appliquées;LMAPR1016;Algèbre linéaire;13,9;Prof. Lambert
etu_2024276;2024-2025;MAP;Mathématiques Appliquées;LMAPR1015;Analyse mathématique;11,39;Prof. Lambert
etu_2024276;2024-2025;MAP;Mathématiques Appliquées;LMAPR1016;Algèbre linéaire;13,12;Prof. Lambert
etu_2024277;2024-2025;INFO;Informatique;LINFO1101;Introduction à la programmation;11,76;Prof. Lambert
etu_2024277;2024-2025;INFO;Informatique;LINFO1102;Architecture des ordinateurs;12,67;Prof. Lambert
etu_2024277;2024-2025;INFO;Informatique;LINFO1252;Projet de programmation;11,59;"Prof. Moreau;Prof. Durand"
etu_2024278;2024-2025;MECA;Mécanique;LMECA1120;Mécanique des fluides;4,51;Prof. Durand
etu_2024278;2024-2025;MECA;Mécanique;LMECA1510;Conception des machines;8,94;Prof. Dubois
etu_2024278;2024-2025;MECA;Mécanique;LMECA1901;Projet de conception mécanique;12,1;Prof. Durand
etu_2024279;2024-2025;GC;Génie Civil;LGCIV1071;Stabilité des constructions;14,56;Prof. Lambert
etu_2024279;2024-2025;GC;Génie Civil;LGCIV1022;Matériaux de construction;;Prof. Lambert
etu_2024280;2024-2025;MAP;Mathématiques Appliquées;LMAPR1015;Analyse mathématique;8,01;Prof. Lambert
etu_2024280;2024-2025;MAP;Mathématiques Appliquées;LMAPR1016;Algèbre linéaire;13,23;Prof. Lambert
etu_2024281;2024-2025;INFO;Informatique;LINFO1101;Introduction à la programmation;12,83;Prof. Lambert
etu_2024281;2024-2025;INFO;Informatique;LINFO1102;Architecture des ordinateurs;6,76;Prof. Lambert
etu_2024281;2024-2025;INFO;Informatique;LINFO1252;Projet de programmation;15,47;"Prof. Moreau;Prof. Durand"
etu_2024282;2024-2025;INFO;Informatique;LINFO1101;Introduction à la programmation;14,61;Prof. Lambert
etu_2024282;2024-2025;INFO;Informatique;LINFO1102;Architecture des ordinateurs;9,33;Prof. Lambert
etu_2024282;2024-2025;INFO;Informatique;LINFO1252;Projet de programmation;14,82;"Prof. Moreau;Prof. Durand"
etu_2024283;2024-2025;MAP;Mathématiques Appliquées;LMAPR1015;Analyse mathématique;9,04;Prof. Lambert
etu_2024283;2024-2025;MAP;Mathématiques Appliquées;LMAPR1016;Algèbre linéaire;5,32;Prof. Lambert
etu_2024284;2024-2025;INFO;Informatique;LINFO1101;Introduction à la programmation;5,88;Prof. Lambert
etu_2024284;2024-2025;INFO;Informatique;LINFO1102;Architecture des ordinateurs;14,55;Prof. Lambert
etu_2024284;2024-2025;INFO;Informatique;LINFO1252;Projet de programmation;;"Prof. Moreau;Prof. Durand"
etu_2024285;2024-2025;MAP;Mathématiques Appliquées;LMAPR1015;Analyse mathématique;13,33;Prof. Lambert
etu_2024285;2024-2025;MAP;Mathématiques Appliquées;LMAPR1016;Algèbre linéaire;;Prof. Lambert
etu_2024286;2024-2025;GC;Génie Civil;LGCIV1071;Stabilité des constructions;;Prof. Lambert
etu_2024286;2024-2025;GC;Génie Civil;LGCIV1022;Matériaux de construction;14,12;Prof. Lambert
etu_2024287;2024-2025;INFO;Informatique;LINFO1101;Introduction à la programmation;16,3;Prof. Lambert
etu_2024287;2024-2025;INFO;Informatique;LINFO1102;Architecture des ordinateurs;;Prof. Lambert
etu_2024287;2024-2025;INFO;Informatique;LINFO1252;Projet de programmation;9,9;"Prof. Moreau;Prof. Durand"
etu_2024288;2024-2025;GC;Génie Civil;LGCIV1071;Stabilité des constructions;11,7;Prof. Lambert
etu_2024288;2024-2025;GC;Génie Civil;LGCIV1022;Matériaux de construction;13,58;Prof. Lambert
etu_2024289;2024-2025;GC;Génie Civil;LGCIV1071;Stabilité des constructions;15,51;Prof. Lambert
etu_2024289;2024-2025;GC;Génie Civil;LGCIV1022;Matériaux de construction;14,01;Prof. Lambert
etu_2024290;2024-2025;GC;Génie Civil;LGCIV1071;Stabilité des constructions;11,2;Prof. Lambert
etu_2024290;2024-2025;GC;Génie Civil;LGCIV1022;Matériaux de construction;;Prof. Lambert
etu_2024291;2024-2025;ELEC;Électricité;LELEC1370;Circuits électriques;18,15;"Prof. Martin;Prof. Leroy"
etu_2024291;2024-2025;ELEC;Électricité;LELEC1755;Électronique analogique;10,49;Prof. Simon
etu_2024292;2024-2025;MECA;Mécanique;LMECA1120;Mécanique des fluides;19,76;Prof. Durand
etu_2024292;2024-2025;MECA;Mécanique;LMECA1510;Conception des machines;;Prof. Dubois
etu_2024292;2024-2025;MECA;Mécanique;LMECA1901;Projet de conception mécanique;;Prof. Durand
etu_2024293;2024-2025;MECA;Mécanique;LMECA1120;Mécanique des fluides;;Prof. Durand
etu_2024293;2024-2025;MECA;Mécanique;LMECA1510;Conception des machines;;Prof. Dubois
etu_2024293;2024-2025;MECA;Mécanique;LMECA1901;Projet de conception mécanique;12,67;Prof. Durand
etu_2024294;2024-2025;MECA;Mécanique;LMECA1120;Mécanique des fluides;13,89;Prof. Durand
etu_2024294;2024-2025;MECA;Mécanique;LMECA1510;Conception des machines;13,81;Prof. Dubois
etu_2024294;2024-2025;MECA;Mécanique;LMECA1901;Projet de conception mécanique;13,17;Prof. Durand
etu_2024295;2024-2025;MAP;Mathématiques Appliquées;LMAPR1015;Analyse mathématique;11,51;Prof. Lambert
etu_2024295;2024-2025;MAP;Mathématiques Appliquées;LMAPR1016;Algèbre linéaire;15,74;Prof. Lambert
etu_2024296;2024-2025;MECA;Mécanique;LMECA1120;Mécanique des fluides;10,34;Prof. Durand
etu_2024296;2024-2025;MECA;Mécanique;LMECA1510;Conception des machines;12,12;Prof. Dubois
etu_2024296;2024-2025;MECA;Mécanique;LMECA1901;Projet de conception mécanique;16,01;Prof. Durand
etu_2024297;2024-2025;ELEC;Électricité;LELEC1370;Circuits électriques;;"Prof. Martin;Prof. Leroy"
etu_2024297;2024-2025;ELEC;Électricité;LELEC1755;Électronique analogique;12,49;Prof. Simon
etu_2024298;2024-2025;ELEC;Électricité;LELEC1370;Circuits électriques;14,53;"Prof. Martin;Prof. Leroy"
etu_2024298;2024-2025;ELEC;Électricité;LELEC1755;Électronique analogique;5,17;Prof. Simon
etu_2024299;2024-2025;ELEC;Électricité;LELEC1370;Circuits électriques;4,54;"Prof. Martin;Prof. Leroy"
etu_2024299;2024-2025;ELEC;Électricité;LELEC1755;Électronique analogique;12,46;Prof. Simon
etu_2024300;2024-2025;MECA;Mécanique;LMECA1120;Mécanique des fluides;6,98;Prof. Durand
etu_2024300;2024-2025;MECA;Mécanique;LMECA1510;Conception des machines;12,66;Prof. Dubois
etu_2024300;2024-2025;MECA;Mécanique;LMECA1901;Projet de conception mécanique;17,96;Prof. Durand
etu_2024301;2024-2025;GC;Génie Civil;LGCIV1071;Stabilité des constructions;12,4;Prof. Lambert
etu_2024301;2024-2025;GC;Génie Civil;LGCIV1022;Matériaux de construction;11,55;Prof. Lambert
etu_2024302;2024-2025;INFO;Informatique;LINFO1101;Introduction à la programmation;9,02;Prof. Lambert
etu_2024302;2024-2025;INFO;Informatique;LINFO1102;Architecture des ordinateurs;13,96;Prof. Lambert
etu_2024302;2024-2025;INFO;Informatique;LINFO1252;Projet de programmation;9,05;"Prof. Moreau;Prof. Durand"
etu_2024303;2024-2025;MECA;Mécanique;LMECA1120;Mécanique des fluides;18,49;Prof. Durand
etu_2024303;2024-2025;MECA;Mécanique;LMECA1510;Conception des machines;7,63;Prof. Dubois
etu_2024303;2024-2025;MECA;Mécanique;LMECA1901;Projet de conception mécanique;17,23;Prof. Durand
etu_2024304;2024-2025;MECA;Mécanique;LMECA1120;Mécanique des fluides;17,73;Prof. Durand
etu_2024304;2024-2025;MECA;Mécanique;LMECA1510;Conception des machines;11,69;Prof. Dubois
etu_2024304;2024-2025;MECA;Mécanique;LMECA1901;Projet de conception mécanique;14,23;Prof. Durand
etu_2024305;2024-2025;INFO;Informatique;LINFO1101;Introduction à la programmation;4,38;Prof. Lambert
etu_2024305;2024-2025;INFO;Informatique;LINFO1102;Architecture des ordinateurs;8,49;Prof. Lambert
etu_2024305;2024-2025;INFO;Informatique;LINFO1252;Projet de programmation;9,49;"Prof. Moreau;Prof. Durand"
etu_2024306;2024-2025;ELEC;Électricité;LELEC1370;Circuits électriques;6,03;"Prof. Martin;Prof. Leroy"
etu_2024306;2024-2025;ELEC;Électricité;LELEC1755;Électronique analogique;4,88;Prof. Simon
etu_2024307;2024-2025;INFO;Informatique;LINFO1101;Introduction à la programmation;10,92;Prof. Lambert
etu_2024307;2024-2025;INFO;Informatique;LINFO1102;Architecture des ordinateurs;5,38;Prof. Lambert
etu_2024307;2024-2025;INFO;Informatique;LINFO1252;Projet de programmation;16,82;"Prof. Moreau;Prof. Durand"
etu_2024308;2024-2025;GC;Génie Civil;LGCIV1071;Stabilité des constructions;10,35;Prof. Lambert
etu_2024308;2024-2025;GC;Génie Civil;LGCIV1022;Matériaux de construction;;Prof. Lambert
etu_2024309;2024-2025;ELEC;Électricité;LELEC1370;Circuits électriques;;"Prof. Martin;Prof. Leroy"
etu_2024309;2024-2025;ELEC;Électricité;LELEC1755;Électronique analogique;5,58;Prof. Simon
etu_2024310;2024-2025;MECA;Mécanique;LMECA1120;Mécanique des fluides;15,3;Prof. Durand
etu_2024310;2024-2025;MECA;Mécanique;LMECA1510;Conception des machines;15,34;Prof. Dubois
etu_2024310;2024-2025;MECA;Mécanique;LMECA1901;Projet de conception mécanique;;Prof. Durand
etu_2024311;2024-2025;ELEC;Électricité;LELEC1370;Circuits électriques;;"Prof. Martin;Prof. Leroy"
etu_2024311;2024-2025;ELEC;Électricité;LELEC1755;Électronique analogique;6,76;Prof. Simon
etu_2024312;2024-2025;ELEC;Électricité;LELEC1370;Circuits électriques;6,74;"Prof. Martin;Prof. Leroy"
etu_2024312;2024-2025;ELEC;Électricité;LELEC1755;Électronique analogique;15,07;Prof. Simon
etu_2024313;2024-2025;MECA;Mécanique;LMECA1120;Mécanique des fluides;17,01;Prof. Durand
etu_2024313;2024-2025;MECA;Mécanique;LMECA1510;Conception des machines;19,9;Prof. Dubois
etu_2024313;2024-2025;MECA;Mécanique;LMECA1901;Projet de conception mécanique;11,23;Prof. Durand
etu_2024314;2024-2025;GC;Génie Civil;LGCIV1071;Stabilité des constructions;15,47;Prof. Lambert
etu_2024314;2024-2025;GC;Génie Civil;LGCIV1022;Matériaux de construction;18,24;Prof. Lambert
etu_2024315;2024-2025;INFO;Informatique;LINFO1101;Introduction à la programmation;17,68;Prof. Lambert
etu_2024315;2024-2025;INFO;Informatique;LINFO1102;Architecture des ordinateurs;7,84;Prof. Lambert
etu_2024315;2024-2025;INFO;Informatique;LINFO1252;Projet de programmation;10,15;"Prof. Moreau;Prof. Durand"
etu_2024316;2024-2025;GC;Génie Civil;LGCIV1071;Stabilité des constructions;11,27;Prof. Lambert
etu_2024316;2024-2025;GC;Génie Civil;LGCIV1022;Matériaux de construction;16,92;Prof. Lambert
etu_2024317;2024-2025;INFO;Informatique;LINFO1101;Introduction à la programmation;11,95;Prof. Lambert
etu_2024317;2024-2025;INFO;Informatique;LINFO1102;Architecture des ordinateurs;12,84;Prof. Lambert
etu_2024317;2024-2025;INFO;Informatique;LINFO1252;Projet de programmation;;"Prof. Moreau;Prof. Durand"
etu_2024318;2024-2025;MAP;Mathématiques Appliquées;LMAPR1015;Analyse mathématique;10,38;Prof. Lambert
etu_2024318;2024-2025;MAP;Mathématiques Appliquées;LMAPR1016;Algèbre linéaire;15,44;Prof. Lambert
etu_2024319;2024-2025;INFO;Informatique;LINFO1101;Introduction à la programmation;11,18;Prof. Lambert
etu_2024319;2024-2025;INFO;Informatique;LINFO1102;Architecture des ordinateurs;11,51;Prof. Lambert
etu_2024319;2024-2025;INFO;Informatique;LINFO1252;Projet de programmation;6,07;"Prof. Moreau;Prof. Durand"
etu_2024320;2024-2025;ELEC;Électricité;LELEC1370;Circuits électriques;11,06;"Prof. Martin;Prof. Leroy"
etu_2024320;2024-2025;ELEC;Électricité;LELEC1755;Électronique analogique;14,07;Prof. Simon
etu_2024321;2024-2025;MECA;Mécanique;LMECA1120;Mécanique des fluides;15,07;Prof. Durand
etu_2024321;2024-2025;MECA;Mécanique;LMECA1510;Conception des machines;14,39;Prof. Dubois
etu_2024321;2024-2025;MECA;Mécanique;LMECA1901;Projet de conception mécanique;;Prof. Durand
etu_2024322;2024-2025;MAP;Mathématiques Appliquées;LMAPR1015;Analyse mathématique;16,68;Prof. Lambert
etu_2024322;2024-2025;MAP;Mathématiques Appliquées;LMAPR1016;Algèbre linéaire;13,32;Prof. Lambert
etu_2024323;2024-2025;ELEC;Électricité;LELEC1370;Circuits électriques;15,83;"Prof. Martin;Prof. Leroy"
etu_2024323;2024-2025;ELEC;Électricité;LELEC1755;Électronique analogique;11,74;Prof. Simon
etu_2024324;2024-2025;INFO;Informatique;LINFO1101;Introduction à la programmation;10,03;Prof. Lambert
etu_2024324;2024-2025;INFO;Informatique;LINFO1102;Architecture des ordinateurs;16,87;Prof. Lambert
etu_2024324;2024-2025;INFO;Informatique;LINFO1252;Projet de programmation;7,25;"Prof. Moreau;Prof. Durand"
etu_2024325;2024-2025;GC;Génie Civil;LGCIV1071;Stabilité des constructions;16,62;Prof. Lambert
etu_2024325;2024-2025;GC;Génie Civil;LGCIV1022;Matériaux de construction;;Prof. Lambert
etu_2024326;2024-2025;ELEC;Électricité;LELEC1370;Circuits électriques;12,94;"Prof. Martin;Prof. Leroy"
etu_2024326;2024-2025;ELEC;Électricité;LELEC1755;Électronique analogique;10,87;Prof. Simon
etu_2024327;2024-2025;ELEC;Électricité;LELEC1370;Circuits électriques;15,23;"Prof. Martin;Prof. Leroy"
etu_2024327;2024-2025;ELEC;Électricité;LELEC1755;Électronique analogique;14,95;Prof. Simon
etu_2024328;2024-2025;GC;Génie Civil;LGCIV1071;Stabilité des constructions;8,91;Prof. Lambert
etu_2024328;2024-2025;GC;Génie Civil;LGCIV1022;Matériaux de construction;13,58;Prof. Lambert
etu_2024329;2024-2025;GC;Génie Civil;LGCIV1071;Stabilité des constructions;5,6;Prof. Lambert
etu_2024329;2024-2025;GC;Génie Civil;LGCIV1022;Matériaux de construction;13,49;Prof. Lambert
etu_2024330;2024-2025;GC;Génie Civil;LGCIV1071;Stabilité des constructions;13,03;Prof. Lambert
etu_2024330;2024-2025;GC;Génie Civil;LGCIV1022;Matériaux de construction;14,7;Prof. Lambert
etu_2024331;2024-2025;MAP;Mathématiques Appliquées;LMAPR1015;Analyse mathématique;11,43;Prof. Lambert
etu_2024331;2024-2025;MAP;Mathématiques Appliquées;LMAPR1016;Algèbre linéaire;10,15;Prof. Lambert
etu_2024332;2024-2025;MECA;Mécanique;LMECA1120;Mécanique des fluides;12,43;Prof. Durand
etu_2024332;2024-2025;MECA;Mécanique;LMECA1510;Conception des machines;9,67;Prof. Dubois
etu_2024332;2024-2025;MECA;Mécanique;LMECA1901;Projet de conception mécanique;;Prof. Durand
etu_2024333;2024-2025;ELEC;Électricité;LELEC1370;Circuits électriques;14,36;"Prof. Martin;Prof. Leroy"
etu_2024333;2024-2025;ELEC;Électricité;LELEC1755;Électronique analogique;12,95;Prof. Simon
etu_2024334;2024-2025;GC;Génie Civil;LGCIV1071;Stabilité des constructions;14,82;Prof. Lambert
etu_2024334;2024-2025;GC;Génie Civil;LGCIV1022;Matériaux de construction;9,34;Prof. Lambert
etu_2024335;2024-2025;ELEC;Électricité;LELEC1370;Circuits électriques;;"Prof. Martin;Prof. Leroy"
etu_2024335;2024-2025;ELEC;Électricité;LELEC1755;Électronique analogique;11,57;Prof. Simon
etu_2024336;2024-2025;GC;Génie Civil;LGCIV1071;Stabilité des constructions;11,6;Prof. Lambert
etu_2024336;2024-2025;GC;Génie Civil;LGCIV1022;Matériaux de construction;7,85;Prof. Lambert
etu_2024337;2024-2025;INFO;Informatique;LINFO1101;Introduction à la programmation;;Prof. Lambert
etu_2024337;2024-2025;INFO;Informatique;LINFO1102;Architecture des ordinateurs;;Prof. Lambert
etu_2024337;2024-2025;INFO;Informatique;LINFO1252;Projet de programmation;10,77;"Prof. Moreau;Prof. Durand"
etu_2024338;2024-2025;MAP;Mathématiques Appliquées;LMAPR1015;Analyse mathématique;10,13;Prof. Lambert
etu_2024338;2024-2025;MAP;Mathématiques Appliquées;LMAPR1016;Algèbre linéaire;5,98;Prof. Lambert
etu_2024339;2024-2025;MECA;Mécanique;LMECA1120;Mécanique des fluides;18,84;Prof. Durand
etu_2024339;2024-2025;MECA;Mécanique;LMECA1510;Conception des machines;13,2;Prof. Dubois
etu_2024339;2024-2025;MECA;Mécanique;LMECA1901;Projet de conception mécanique;9,75;Prof. Durand
etu_2024340;2024-2025;INFO;Informatique;LINFO1101;Introduction à la programmation;4,25;Prof. Lambert
etu_2024340;2024-2025;INFO;Informatique;LINFO1102;Architecture des ordinateurs;13,93;Prof. Lambert
etu_2024340;2024-2025;INFO;Informatique;LINFO1252;Projet de programmation;14,55;"Prof. Moreau;Prof. Durand"
etu_2024341;2024-2025;INFO;Informatique;LINFO1101;Introduction à la programmation;16,18;Prof. Lambert
etu_2024341;2024-2025;INFO;Informatique;LINFO1102;Architecture des ordinateurs;10,01;Prof. Lambert
etu_2024341;2024-2025;INFO;Informatique;LINFO1252;Projet de programmation;;"Prof. Moreau;Prof. Durand"
etu_2024342;2024-2025;ELEC;Électricité;LELEC1370;Circuits électriques;6,51;"Prof. Martin;Prof. Leroy"
etu_2024342;2024-2025;ELEC;Électricité;LELEC1755;Électronique analogique;15,6;Prof. Simon
etu_2024343;2024-2025;ELEC;Électricité;LELEC1370;Circuits électriques;;"Prof. Martin;Prof. Leroy"
etu_2024343;2024-2025;ELEC;Électricité;LELEC1755;Électronique analogique;6,4;Prof. Simon
etu_2024344;2024-2025;INFO;Informatique;LINFO1101;Introduction à la programmation;8,3;Prof. Lambert
etu_2024344;2024-2025;INFO;Informatique;LINFO1102;Architecture des ordinateurs;13,48;Prof. Lambert
etu_2024344;2024-2025;INFO;Informatique;LINFO1252;Projet de programmation;;"Prof. Moreau;Prof. Durand"
etu_2024345;2024-2025;MECA;Mécanique;LMECA1120;Mécanique des fluides;9,2;Prof. Durand
etu_2024345;2024-2025;MECA;Mécanique;LMECA1510;Conception des machines;6,34;Prof. Dubois
etu_2024345;2024-2025;MECA;Mécanique;LMECA1901;Projet de conception mécanique;;Prof. Durand
etu_2024346;2024-2025;INFO;Informatique;LINFO1101;Introduction à la programmation;;Prof. Lambert
etu_2024346;2024-2025;INFO;Informatique;LINFO1102;Architecture des ordinateurs;;Prof. Lambert
etu_2024346;2024-2025;INFO;Informatique;LINFO1252;Projet de programmation;10,57;"Prof. Moreau;Prof. Durand"
etu_2024347;2024-2025;ELEC;Électricité;LELEC1370;Circuits électriques;12,09;"Prof. Martin;Prof. Leroy"
etu_2024347;2024-2025;ELEC;Électricité;LELEC1755;Électronique analogique;3,69;Prof. Simon
etu_2024348;2024-2025;GC;Génie Civil;LGCIV1071;Stabilité des constructions;10,54;Prof. Lambert
etu_2024348;2024-2025;GC;Génie Civil;LGCIV1022;Matériaux de construction;12,23;Prof. Lambert
etu_2024349;2024-2025;MAP;Mathématiques Appliquées;LMAPR1015;Analyse mathématique;13,06;Prof. Lambert
etu_2024349;2024-2025;MAP;Mathématiques Appliquées;LMAPR1016;Algèbre linéaire;10,36;Prof. Lambert
etu_2024350;2024-2025;MECA;Mécanique;LMECA1120;Mécanique des fluides;;Prof. Durand
etu_2024350;2024-2025;MECA;Mécanique;LMECA1510;Conception des machines;9,94;Prof. Dubois
etu_2024350;2024-2025;MECA;Mécanique;LMECA1901;Projet de conception mécanique;13,71;Prof. Durand
